dedicacion,contrato,salario,anos_de_experiencia,antiguedad_en_la_empresa_actual,anos_en_el_puesto_actual,cuantas_personas_tenes_a_cargo,cantidad_de_personas_en_tu_organizacion,modalidad_de_trabajo,edad,seniority,marvin_rol
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2400000.0,9,3,3,0,Más de 10000 personas,100% remoto,36,Senior,5
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1210526.0,4,2,2,0,De 201 a 500 personas,Híbrido (presencial y remoto),26,Semi-Senior,2
Full-Time,Staff (planta permanente),2400000.0,6,4,4,0,De 101 a 200 personas,100% remoto,33,Senior,3
Full-Time,Staff (planta permanente),3000000.0,8,2,2,0,Más de 10000 personas,100% remoto,33,Senior,3
Full-Time,Staff (planta permanente),4400000.0,15,15,15,5,De 2 a 10 personas,Híbrido (presencial y remoto),41,Senior,4
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1450000.0,6,3,2,0,De 11  a 50  personas,100% remoto,36,Senior,3
Full-Time,Staff (planta permanente),4000000.0,3,3,1,8,De 51 a 100 personas,100% remoto,32,Semi-Senior,5
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1900000.0,4,1,4,0,De 5001 a 10000 personas,Híbrido (presencial y remoto),23,Semi-Senior,3
Full-Time,Staff (planta permanente),1500000.0,15,4,2,6,De 201 a 500 personas,100% remoto,52,Senior,4
Full-Time,Staff (planta permanente),1600000.0,2,2,2,0,Más de 10000 personas,Híbrido (presencial y remoto),42,Junior,2
Full-Time,Staff (planta permanente),1700000.0,15,3,3,0,De 11  a 50  personas,Híbrido (presencial y remoto),50,Senior,6
Full-Time,Staff (planta permanente),2200000.0,15,4,4,2,De 51 a 100 personas,100% remoto,53,Senior,4
Full-Time,Staff (planta permanente),1950607.0,7,5,3,1,De 101 a 200 personas,100% remoto,29,Manager or Above,2
Full-Time,Staff (planta permanente),3900000.0,10,9,4,0,De 501 a 1000 personas,100% remoto,34,Senior,4
Full-Time,Staff (planta permanente),3000000.0,6,6,5,3,De 101 a 200 personas,100% presencial,43,Senior,5
Full-Time,Staff (planta permanente),2315756.05,30,25,8,13,De 101 a 200 personas,Híbrido (presencial y remoto),63,Manager or Above,4
Full-Time,Staff (planta permanente),3332000.0,5,2,2,0,De 501 a 1000 personas,100% remoto,32,Semi-Senior,3
Full-Time,Staff (planta permanente),2250000.0,4,0,0,0,Más de 10000 personas,Híbrido (presencial y remoto),24,Semi-Senior,2
Full-Time,Staff (planta permanente),1101670.0,4,1,4,0,De 1001 a 2000 personas,100% remoto,38,Semi-Senior,3
Full-Time,Staff (planta permanente),1475144.0,3,1,6,0,De 51 a 100 personas,Híbrido (presencial y remoto),26,Semi-Senior,6
Full-Time,Contractor,2899844.0,12,4,4,0,De 11  a 50  personas,100% remoto,43,Senior,4
Full-Time,Staff (planta permanente),2289156.0,4,4,1,3,De 11  a 50  personas,Híbrido (presencial y remoto),28,Manager or Above,2
Part-Time,Staff (planta permanente),1800000.0,5,5,1,0,De 201 a 500 personas,100% presencial,34,Semi-Senior,2
Full-Time,Staff (planta permanente),1600000.0,5,0,5,0,De 11  a 50  personas,Híbrido (presencial y remoto),39,Semi-Senior,5
Full-Time,Staff (planta permanente),2722750.0,12,5,5,0,De 51 a 100 personas,100% remoto,36,Senior,5
Full-Time,Staff (planta permanente),3525000.0,3,0,0,0,Más de 10000 personas,100% remoto,26,Semi-Senior,3
Full-Time,Staff (planta permanente),3400000.0,15,10,10,0,De 1001 a 2000 personas,100% remoto,38,Senior,3
Full-Time,Staff (planta permanente),1500000.0,10,10,2,0,De 11  a 50  personas,Híbrido (presencial y remoto),34,Senior,5
Full-Time,Staff (planta permanente),2100000.0,9,2,2,0,De 51 a 100 personas,100% remoto,33,Senior,3
Full-Time,Staff (planta permanente),1380000.0,5,0,4,0,De 101 a 200 personas,Híbrido (presencial y remoto),26,Semi-Senior,4
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2500000.0,7,4,0,13,De 1001 a 2000 personas,100% remoto,27,Manager or Above,5
Full-Time,Staff (planta permanente),4400000.0,18,3,2,0,De 5001 a 10000 personas,100% remoto,45,Manager or Above,3
Full-Time,Staff (planta permanente),1634317.0,10,8,8,0,De 51 a 100 personas,100% presencial,38,Senior,3
Full-Time,Staff (planta permanente),2000000.0,15,10,10,0,De 11  a 50  personas,Híbrido (presencial y remoto),37,Senior,3
Full-Time,Staff (planta permanente),3205349.0,4,3,3,0,De 201 a 500 personas,100% remoto,30,Semi-Senior,5
Full-Time,Contractor,4000000.0,20,52,5,0,De 101 a 200 personas,100% remoto,500,Senior,3
Full-Time,Staff (planta permanente),1660752.0,2,1,1,0,De 101 a 200 personas,Híbrido (presencial y remoto),38,Junior,2
Full-Time,Staff (planta permanente),2200000.0,13,5,5,0,De 201 a 500 personas,Híbrido (presencial y remoto),43,Senior,2
Full-Time,Staff (planta permanente),1300000.0,5,5,1,20,De 201 a 500 personas,100% remoto,29,Semi-Senior,3
Full-Time,Staff (planta permanente),2219700.0,8,5,5,0,De 201 a 500 personas,100% remoto,43,Senior,2
Full-Time,Contractor,1291000.0,3,3,3,5,De 51 a 100 personas,100% remoto,31,Semi-Senior,3
Full-Time,Staff (planta permanente),1472159.0,3,1,0,0,De 11  a 50  personas,Híbrido (presencial y remoto),25,Semi-Senior,3
Full-Time,Staff (planta permanente),1921189.0,15,5,3,5,De 201 a 500 personas,100% remoto,46,Senior,2
Full-Time,Staff (planta permanente),1500000.0,3,2,2,16,De 201 a 500 personas,100% remoto,25,Semi-Senior,2
Full-Time,Staff (planta permanente),2873975.0,9,9,3,0,De 501 a 1000 personas,100% remoto,35,Senior,4
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2200000.0,7,0,0,0,De 501 a 1000 personas,100% remoto,34,Senior,3
Part-Time,Tercerizado (trabajo a través de consultora o agencia),916000.0,1,1,1,0,De 501 a 1000 personas,100% remoto,25,Junior,2
Full-Time,Staff (planta permanente),1399000.0,2,2,1,4,De 101 a 200 personas,100% remoto,28,Junior,6
Full-Time,Staff (planta permanente),1120030.0,6,4,4,0,De 201 a 500 personas,100% remoto,31,Senior,4
Full-Time,Staff (planta permanente),1600000.0,3,3,3,0,De 11  a 50  personas,100% remoto,30,Semi-Senior,4
Full-Time,Contractor,1900000.0,1,0,0,0,De 11  a 50  personas,Híbrido (presencial y remoto),25,Junior,2
Full-Time,Staff (planta permanente),1700000.0,5,3,2,0,Más de 10000 personas,100% remoto,33,Semi-Senior,2
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1600000.0,3,0,0,2,De 11  a 50  personas,100% presencial,29,Semi-Senior,4
Full-Time,Staff (planta permanente),1580000.0,3,1,1,0,De 501 a 1000 personas,100% remoto,27,Semi-Senior,5
Full-Time,Staff (planta permanente),1600000.0,3,2,2,0,De 5001 a 10000 personas,100% remoto,49,Semi-Senior,3
Full-Time,Staff (planta permanente),4522997.0,30,5,15,10,De 11  a 50  personas,Híbrido (presencial y remoto),62,Manager or Above,3
Full-Time,Staff (planta permanente),3000000.0,3,3,3,0,De 5001 a 10000 personas,100% remoto,37,Semi-Senior,5
Full-Time,Staff (planta permanente),1283793.0,5,1,1,0,De 51 a 100 personas,100% remoto,26,Semi-Senior,3
Full-Time,Staff (planta permanente),4649000.0,25,18,8,32,De 1001 a 2000 personas,100% remoto,44,Manager or Above,3
Full-Time,Staff (planta permanente),1520000.0,3,3,3,0,De 501 a 1000 personas,Híbrido (presencial y remoto),35,Semi-Senior,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2000000.0,4,3,2,0,De 101 a 200 personas,100% remoto,28,Semi-Senior,5
Full-Time,Staff (planta permanente),1900000.0,4,2,2,0,De 101 a 200 personas,Híbrido (presencial y remoto),30,Semi-Senior,3
Full-Time,Staff (planta permanente),2215000.0,2,0,0,0,De 51 a 100 personas,Híbrido (presencial y remoto),41,Manager or Above,2
Full-Time,Staff (planta permanente),2500000.0,5,2,2,0,De 201 a 500 personas,Híbrido (presencial y remoto),33,Semi-Senior,2
Full-Time,Staff (planta permanente),2750000.0,7,1,3,0,De 2001a 5000 personas,100% remoto,33,Senior,2
Full-Time,Staff (planta permanente),2287000.0,16,4,4,0,De 201 a 500 personas,100% remoto,40,Senior,2
Full-Time,Staff (planta permanente),1600000.0,3,0,0,0,De 2001a 5000 personas,Híbrido (presencial y remoto),25,Semi-Senior,2
Full-Time,Staff (planta permanente),1650000.0,2,2,2,0,De 1001 a 2000 personas,Híbrido (presencial y remoto),23,Junior,2
Full-Time,Staff (planta permanente),1912960.0,6,0,6,0,De 201 a 500 personas,100% remoto,32,Senior,2
Part-Time,Staff (planta permanente),900000.0,5,5,5,2,De 5001 a 10000 personas,100% presencial,40,Semi-Senior,4
Full-Time,Staff (planta permanente),1190000.0,8,10,6,4,De 2001a 5000 personas,100% presencial,45,Manager or Above,4
Full-Time,Staff (planta permanente),2300000.0,15,10,10,0,De 101 a 200 personas,100% remoto,46,Senior,2
Full-Time,Staff (planta permanente),2450000.0,3,1,1,1,De 5001 a 10000 personas,100% remoto,41,Semi-Senior,4
Full-Time,Staff (planta permanente),4700000.0,17,19,2,3,De 501 a 1000 personas,Híbrido (presencial y remoto),45,Senior,2
Full-Time,Staff (planta permanente),1400000.0,1,1,1,0,Más de 10000 personas,100% presencial,35,Junior,5
Full-Time,Staff (planta permanente),800000.0,3,3,3,0,De 101 a 200 personas,100% remoto,31,Semi-Senior,3
Full-Time,Staff (planta permanente),2000000.0,14,10,10,0,De 5001 a 10000 personas,Híbrido (presencial y remoto),34,Senior,2
Full-Time,Staff (planta permanente),1984600.0,1,1,1,0,Más de 10000 personas,100% remoto,34,Junior,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1863000.0,20,5,5,0,De 101 a 200 personas,100% remoto,38,Senior,2
Full-Time,Staff (planta permanente),5400000.0,18,2,1,0,De 51 a 100 personas,Híbrido (presencial y remoto),45,Senior,2
Full-Time,Staff (planta permanente),5600000.0,7,3,2,7,De 5001 a 10000 personas,100% remoto,28,Manager or Above,2
Full-Time,Staff (planta permanente),2534000.0,7,2,2,0,De 101 a 200 personas,Híbrido (presencial y remoto),33,Senior,6
Full-Time,Staff (planta permanente),3406633.0,7,3,3,0,Más de 10000 personas,100% remoto,33,Senior,2
Full-Time,Staff (planta permanente),2200000.0,9,0,0,0,De 11  a 50  personas,100% remoto,31,Senior,2
Full-Time,Staff (planta permanente),3372000.0,4,4,1,10,De 51 a 100 personas,Híbrido (presencial y remoto),29,Manager or Above,2
Full-Time,Staff (planta permanente),2400000.0,2,0,0,0,Más de 10000 personas,Híbrido (presencial y remoto),33,Junior,3
Full-Time,Staff (planta permanente),1100000.0,3,3,3,0,De 11  a 50  personas,100% remoto,23,Semi-Senior,2
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2620561.45,12,1,10,0,De 11  a 50  personas,100% remoto,28,Senior,3
Full-Time,Staff (planta permanente),1700000.0,2,2,0,0,De 11  a 50  personas,100% remoto,33,Junior,2
Full-Time,Staff (planta permanente),2150000.0,0,0,0,0,De 201 a 500 personas,Híbrido (presencial y remoto),21,Junior,5
Full-Time,Staff (planta permanente),2700000.0,35,20,3,5,De 501 a 1000 personas,Híbrido (presencial y remoto),55,Manager or Above,4
Full-Time,Tercerizado (trabajo a través de consultora o agencia),800000.0,1,1,1,0,De 2 a 10 personas,100% remoto,30,Junior,2
Full-Time,Staff (planta permanente),1200000.0,2,0,0,0,De 101 a 200 personas,Híbrido (presencial y remoto),24,Junior,2
Full-Time,Staff (planta permanente),2300000.0,3,3,2,0,Más de 10000 personas,Híbrido (presencial y remoto),28,Semi-Senior,3
Full-Time,Staff (planta permanente),1365911.0,30,22,22,0,De 101 a 200 personas,100% remoto,56,Senior,2
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1400000.0,3,0,3,1,De 2001a 5000 personas,Híbrido (presencial y remoto),29,Semi-Senior,3
Full-Time,Staff (planta permanente),1032000.0,3,3,0,0,De 101 a 200 personas,100% remoto,29,Semi-Senior,2
Full-Time,Staff (planta permanente),2200000.0,6,2,2,0,De 5001 a 10000 personas,100% remoto,34,Senior,6
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1720000.0,2,0,0,0,De 51 a 100 personas,100% remoto,38,Junior,2
Full-Time,Staff (planta permanente),6000000.0,6,3,3,0,De 51 a 100 personas,100% remoto,37,Senior,3
Full-Time,Staff (planta permanente),4609000.0,20,15,5,1,De 1001 a 2000 personas,100% remoto,45,Senior,5
Full-Time,Staff (planta permanente),4000000.0,6,2,2,0,De 2001a 5000 personas,100% presencial,35,Senior,2
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2100000.0,3,2,2,0,De 11  a 50  personas,100% remoto,38,Semi-Senior,4
Full-Time,Staff (planta permanente),1800000.0,2,6,2,0,De 5001 a 10000 personas,100% remoto,36,Junior,5
Full-Time,Staff (planta permanente),2789000.0,20,2,2,4,De 5001 a 10000 personas,Híbrido (presencial y remoto),34,Manager or Above,4
Full-Time,Staff (planta permanente),4700000.0,10,1,1,0,De 5001 a 10000 personas,100% remoto,34,Senior,5
Full-Time,Participación societaria en una cooperativa,2200000.0,13,5,5,0,De 2 a 10 personas,Híbrido (presencial y remoto),40,Senior,4
Full-Time,Freelance,2300000.0,1,1,1,0,De 2 a 10 personas,100% remoto,28,Junior,3
Full-Time,Staff (planta permanente),1750000.0,5,5,1,20,De 101 a 200 personas,100% remoto,29,Manager or Above,3
Full-Time,Contractor,1950000.0,5,2,2,0,De 51 a 100 personas,100% remoto,41,Semi-Senior,4
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1300000.0,2,2,2,0,De 101 a 200 personas,100% remoto,33,Junior,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1700000.0,5,0,5,0,Más de 10000 personas,100% remoto,29,Semi-Senior,6
Full-Time,Staff (planta permanente),2500000.0,1,0,0,0,De 1001 a 2000 personas,Híbrido (presencial y remoto),45,Junior,6
Full-Time,Staff (planta permanente),5100000.0,20,11,5,0,Más de 10000 personas,Híbrido (presencial y remoto),40,Senior,4
Full-Time,Staff (planta permanente),2000000.0,2,0,0,0,De 11  a 50  personas,Híbrido (presencial y remoto),22,Junior,4
Full-Time,Staff (planta permanente),1700000.0,2,2,1,1,De 11  a 50  personas,Híbrido (presencial y remoto),32,Manager or Above,4
Full-Time,Staff (planta permanente),3100000.0,5,1,5,0,De 501 a 1000 personas,Híbrido (presencial y remoto),26,Semi-Senior,4
Full-Time,Staff (planta permanente),2152500.0,2,1,1,0,De 11  a 50  personas,Híbrido (presencial y remoto),31,Junior,5
Full-Time,Staff (planta permanente),1212000.0,1,1,1,2,De 101 a 200 personas,Híbrido (presencial y remoto),32,Junior,3
Full-Time,Staff (planta permanente),1484131.48,3,3,2,0,De 101 a 200 personas,100% remoto,49,Semi-Senior,4
Full-Time,Staff (planta permanente),3983379.0,10,0,0,2,De 501 a 1000 personas,100% remoto,32,Manager or Above,3
Full-Time,Staff (planta permanente),2100000.0,2,2,2,0,Más de 10000 personas,Híbrido (presencial y remoto),24,Junior,3
Full-Time,Staff (planta permanente),4483506.0,16,3,3,2,De 51 a 100 personas,100% remoto,38,Senior,5
Full-Time,Staff (planta permanente),1800000.0,2,0,1,0,Más de 10000 personas,100% remoto,29,Junior,2
Full-Time,Staff (planta permanente),3093948.0,3,1,1,0,Más de 10000 personas,Híbrido (presencial y remoto),24,Semi-Senior,2
Full-Time,Freelance,1300000.0,3,3,2,0,De 51 a 100 personas,Híbrido (presencial y remoto),28,Semi-Senior,2
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1957000.0,4,4,4,0,De 501 a 1000 personas,100% remoto,28,Semi-Senior,6
Full-Time,Staff (planta permanente),1428322.0,3,0,3,0,De 51 a 100 personas,Híbrido (presencial y remoto),23,Semi-Senior,4
Part-Time,Freelance,1750000.0,8,6,8,0,De 11  a 50  personas,100% remoto,40,Senior,4
Full-Time,Participación societaria en una cooperativa,3000000.0,6,6,6,4,De 2 a 10 personas,100% remoto,31,Manager or Above,4
Full-Time,Staff (planta permanente),2000000.0,5,2,2,0,De 1001 a 2000 personas,100% remoto,28,Semi-Senior,2
Full-Time,Staff (planta permanente),2900000.0,12,1,1,0,De 2001a 5000 personas,100% remoto,43,Senior,6
Full-Time,Staff (planta permanente),4500000.0,18,1,5,0,De 2001a 5000 personas,Híbrido (presencial y remoto),41,Senior,4
Full-Time,Staff (planta permanente),2100000.0,29,2,2,0,De 2001a 5000 personas,Híbrido (presencial y remoto),46,Senior,3
Full-Time,Staff (planta permanente),1450000.0,6,9,6,0,De 11  a 50  personas,100% presencial,41,Senior,5
Full-Time,Staff (planta permanente),1416572.31,5,2,2,0,De 201 a 500 personas,100% remoto,43,Semi-Senior,3
Full-Time,Staff (planta permanente),2200000.0,12,5,4,6,De 51 a 100 personas,Híbrido (presencial y remoto),36,Manager or Above,2
Full-Time,Staff (planta permanente),2174000.0,10,6,0,0,De 101 a 200 personas,Híbrido (presencial y remoto),46,Senior,3
Full-Time,Staff (planta permanente),1345000.0,18,18,9,3,De 11  a 50  personas,100% remoto,46,Senior,6
Full-Time,Staff (planta permanente),2350000.0,3,25,3,0,De 501 a 1000 personas,Híbrido (presencial y remoto),50,Semi-Senior,3
Full-Time,Staff (planta permanente),3442796.0,5,2,2,0,De 201 a 500 personas,100% remoto,30,Semi-Senior,2
Full-Time,Staff (planta permanente),3290000.0,3,17,1,7,De 1001 a 2000 personas,100% remoto,51,Semi-Senior,6
Full-Time,Staff (planta permanente),1800000.0,15,0,15,0,De 501 a 1000 personas,Híbrido (presencial y remoto),55,Senior,3
Full-Time,Staff (planta permanente),4080000.0,10,3,3,0,De 5001 a 10000 personas,100% remoto,52,Senior,2
Full-Time,Staff (planta permanente),4001169.0,6,3,3,0,De 2001a 5000 personas,Híbrido (presencial y remoto),31,Senior,2
Full-Time,Staff (planta permanente),3120000.0,5,4,4,0,De 11  a 50  personas,Híbrido (presencial y remoto),38,Semi-Senior,3
Full-Time,Staff (planta permanente),2400000.0,15,3,3,0,De 2001a 5000 personas,100% presencial,35,Senior,3
Full-Time,Staff (planta permanente),3300000.0,18,2,2,1,De 5001 a 10000 personas,Híbrido (presencial y remoto),43,Senior,2
Full-Time,Staff (planta permanente),1671500.0,2,3,2,0,De 51 a 100 personas,Híbrido (presencial y remoto),25,Junior,5
Full-Time,Staff (planta permanente),4763895.0,1,10,1,0,Más de 10000 personas,Híbrido (presencial y remoto),39,Junior,2
Full-Time,Staff (planta permanente),2000000.0,18,20,16,1,De 11  a 50  personas,100% presencial,47,Senior,4
Full-Time,Staff (planta permanente),3600000.0,15,3,2,0,Más de 10000 personas,100% remoto,43,Senior,3
Full-Time,Staff (planta permanente),5060000.0,30,12,2,2,De 1001 a 2000 personas,Híbrido (presencial y remoto),52,Senior,5
Full-Time,Staff (planta permanente),1595000.0,5,7,5,0,De 501 a 1000 personas,Híbrido (presencial y remoto),36,Semi-Senior,6
Full-Time,Staff (planta permanente),1098000.0,2,2,1,0,De 11  a 50  personas,100% presencial,22,Junior,4
Full-Time,Staff (planta permanente),1271000.0,3,2,2,0,De 11  a 50  personas,100% remoto,36,Semi-Senior,4
Full-Time,Staff (planta permanente),1750000.0,3,0,1,0,De 1001 a 2000 personas,Híbrido (presencial y remoto),29,Semi-Senior,5
Full-Time,Staff (planta permanente),2000000.0,2,4,2,0,De 11  a 50  personas,100% remoto,32,Junior,2
Full-Time,Staff (planta permanente),1800000.0,3,6,3,0,De 201 a 500 personas,100% remoto,30,Manager or Above,4
Full-Time,Staff (planta permanente),2500000.0,20,15,15,0,De 201 a 500 personas,Híbrido (presencial y remoto),45,Senior,5
Full-Time,Contractor,1300000.0,2,2,2,0,De 11  a 50  personas,100% remoto,31,Junior,5
Full-Time,Staff (planta permanente),1600000.0,3,2,2,0,Más de 10000 personas,100% remoto,26,Semi-Senior,5
Full-Time,Staff (planta permanente),2182000.0,8,0,6,0,De 201 a 500 personas,Híbrido (presencial y remoto),29,Senior,5
Full-Time,Staff (planta permanente),3344817.06,15,10,3,3,De 11  a 50  personas,Híbrido (presencial y remoto),34,Manager or Above,5
Full-Time,Staff (planta permanente),2900000.0,7,2,2,0,De 201 a 500 personas,100% remoto,32,Senior,3
Full-Time,Staff (planta permanente),893000.0,5,2,2,0,De 11  a 50  personas,100% presencial,25,Semi-Senior,2
Full-Time,Participación societaria en una cooperativa,2809640.0,17,5,5,0,De 101 a 200 personas,100% remoto,38,Senior,4
Full-Time,Staff (planta permanente),4500000.0,25,3,25,3,De 5001 a 10000 personas,Híbrido (presencial y remoto),47,Senior,6
Full-Time,Staff (planta permanente),3500000.0,10,15,5,0,De 501 a 1000 personas,100% remoto,56,Senior,3
Full-Time,Staff (planta permanente),3800000.0,4,1,1,0,De 1001 a 2000 personas,100% remoto,41,Semi-Senior,5
Full-Time,Staff (planta permanente),1750000.0,18,2,2,3,De 101 a 200 personas,Híbrido (presencial y remoto),37,Manager or Above,3
Full-Time,Staff (planta permanente),2250000.0,14,11,11,0,De 101 a 200 personas,100% presencial,47,Senior,6
Full-Time,Staff (planta permanente),2200000.0,4,0,4,0,De 51 a 100 personas,100% remoto,28,Semi-Senior,3
Full-Time,Staff (planta permanente),2200000.0,2,3,2,10,De 501 a 1000 personas,Híbrido (presencial y remoto),33,Manager or Above,4
Full-Time,Staff (planta permanente),1700000.0,4,2,2,0,De 11  a 50  personas,100% remoto,31,Semi-Senior,2
Full-Time,Staff (planta permanente),2500000.0,4,0,0,0,De 2001a 5000 personas,Híbrido (presencial y remoto),39,Semi-Senior,5
Full-Time,Staff (planta permanente),1546696.0,2,2,2,0,De 101 a 200 personas,Híbrido (presencial y remoto),28,Junior,5
Full-Time,Staff (planta permanente),1150000.0,1,1,1,0,De 101 a 200 personas,Híbrido (presencial y remoto),28,Junior,5
Full-Time,Staff (planta permanente),2700000.0,25,0,0,0,De 51 a 100 personas,Híbrido (presencial y remoto),55,Senior,3
Full-Time,Staff (planta permanente),5985905.0,26,9,9,3,De 501 a 1000 personas,Híbrido (presencial y remoto),46,Senior,4
Full-Time,Staff (planta permanente),2500000.0,10,14,10,0,Más de 10000 personas,100% remoto,58,Senior,5
Full-Time,Staff (planta permanente),4001216.0,15,1,6,0,De 2001a 5000 personas,Híbrido (presencial y remoto),38,Senior,3
Full-Time,Contractor,5000000.0,5,3,10,4,De 5001 a 10000 personas,Híbrido (presencial y remoto),43,Semi-Senior,5
Full-Time,Staff (planta permanente),1978000.0,25,22,0,0,De 11  a 50  personas,100% remoto,55,Senior,3
Full-Time,Staff (planta permanente),2850000.0,5,1,1,4,De 2 a 10 personas,100% remoto,27,Semi-Senior,3
Full-Time,Staff (planta permanente),5000000.0,4,5,40,0,De 2001a 5000 personas,100% remoto,34,Semi-Senior,4
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1232400.0,2,0,0,0,De 51 a 100 personas,Híbrido (presencial y remoto),32,Junior,5
Full-Time,Staff (planta permanente),2000000.0,20,20,12,5,De 51 a 100 personas,100% presencial,54,Manager or Above,3
Full-Time,Staff (planta permanente),1950000.0,15,5,5,0,De 51 a 100 personas,Híbrido (presencial y remoto),46,Senior,3
Full-Time,Staff (planta permanente),2300000.0,15,10,10,0,De 5001 a 10000 personas,Híbrido (presencial y remoto),50,Senior,6
Full-Time,Staff (planta permanente),2999642.0,4,1,1,1,De 2 a 10 personas,100% remoto,29,Manager or Above,4
Full-Time,Staff (planta permanente),941000.0,2,2,2,0,De 101 a 200 personas,100% presencial,35,Junior,2
Full-Time,Staff (planta permanente),1500000.0,3,3,3,0,De 11  a 50  personas,100% remoto,28,Semi-Senior,2
Full-Time,Staff (planta permanente),2891000.0,20,5,2,0,De 51 a 100 personas,100% remoto,47,Senior,2
Full-Time,Staff (planta permanente),2100000.0,4,2,4,0,De 501 a 1000 personas,Híbrido (presencial y remoto),45,Semi-Senior,3
Full-Time,Staff (planta permanente),4148346.0,35,10,0,1,De 1001 a 2000 personas,100% presencial,66,Senior,3
Full-Time,Staff (planta permanente),3905000.0,15,2,2,0,Más de 10000 personas,Híbrido (presencial y remoto),38,Senior,2
Full-Time,Staff (planta permanente),1450000.0,0,0,0,0,De 11  a 50  personas,Híbrido (presencial y remoto),23,Junior,4
Full-Time,Staff (planta permanente),3122000.0,3,3,1,0,De 51 a 100 personas,100% remoto,30,Semi-Senior,5
Part-Time,Tercerizado (trabajo a través de consultora o agencia),855946.0,3,3,3,2,De 11  a 50  personas,Híbrido (presencial y remoto),24,Semi-Senior,3
Full-Time,Staff (planta permanente),1060311.0,0,0,0,0,De 501 a 1000 personas,100% remoto,23,Junior,5
Full-Time,Staff (planta permanente),1739439.0,4,2,2,0,De 51 a 100 personas,100% remoto,33,Semi-Senior,3
Full-Time,Staff (planta permanente),1900000.0,10,2,2,0,De 1001 a 2000 personas,100% remoto,29,Senior,3
Full-Time,Staff (planta permanente),3116000.0,6,5,2,5,De 11  a 50  personas,Híbrido (presencial y remoto),29,Manager or Above,4
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1223491.0,3,0,3,0,De 11  a 50  personas,100% remoto,31,Semi-Senior,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2329518.24,8,3,3,0,De 101 a 200 personas,100% remoto,29,Senior,5
Full-Time,Staff (planta permanente),1650000.0,5,4,4,0,De 201 a 500 personas,100% remoto,32,Semi-Senior,5
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1414900.0,4,1,4,0,De 101 a 200 personas,100% remoto,25,Semi-Senior,4
Full-Time,Staff (planta permanente),1199420.0,0,0,0,0,De 11  a 50  personas,Híbrido (presencial y remoto),26,Junior,2
Full-Time,Staff (planta permanente),1450000.0,14,10,3,0,Más de 10000 personas,Híbrido (presencial y remoto),39,Senior,3
Full-Time,Staff (planta permanente),1679000.0,18,0,0,0,De 101 a 200 personas,Híbrido (presencial y remoto),41,Senior,6
Full-Time,Staff (planta permanente),1300000.0,2,2,1,0,De 501 a 1000 personas,Híbrido (presencial y remoto),29,Junior,4
Full-Time,Staff (planta permanente),1943000.0,20,15,3,25,De 51 a 100 personas,Híbrido (presencial y remoto),43,Manager or Above,2
Full-Time,Staff (planta permanente),1874106.0,25,0,20,0,De 201 a 500 personas,Híbrido (presencial y remoto),45,Senior,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1575000.0,2,2,2,0,De 2 a 10 personas,100% remoto,32,Junior,2
Full-Time,Staff (planta permanente),1000000.0,1,0,0,0,De 201 a 500 personas,100% remoto,22,Junior,5
Full-Time,Staff (planta permanente),3500000.0,17,1,0,5,Más de 10000 personas,100% remoto,46,Manager or Above,3
Full-Time,Staff (planta permanente),1800000.0,9,3,3,0,De 501 a 1000 personas,Híbrido (presencial y remoto),37,Senior,4
Full-Time,Staff (planta permanente),2700000.0,4,2,2,0,De 1001 a 2000 personas,100% remoto,22,Semi-Senior,3
Full-Time,Staff (planta permanente),2500000.0,15,2,2,0,De 501 a 1000 personas,100% remoto,45,Senior,3
Full-Time,Staff (planta permanente),3177971.0,6,6,6,2,De 51 a 100 personas,Híbrido (presencial y remoto),33,Senior,2
Full-Time,Staff (planta permanente),1500000.0,15,3,3,0,De 1001 a 2000 personas,Híbrido (presencial y remoto),44,Senior,3
Full-Time,Staff (planta permanente),1200000.0,3,1,1,0,De 51 a 100 personas,100% remoto,23,Semi-Senior,2
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2200000.0,4,0,2,0,De 1001 a 2000 personas,Híbrido (presencial y remoto),34,Semi-Senior,5
Full-Time,Staff (planta permanente),972346.0,2,16,2,0,De 5001 a 10000 personas,Híbrido (presencial y remoto),37,Junior,4
