dedicacion,contrato,salario,anos_de_experiencia,antiguedad_en_la_empresa_actual,anos_en_el_puesto_actual,cuantas_personas_tenes_a_cargo,cantidad_de_personas_en_tu_organizacion,modalidad_de_trabajo,edad,seniority,marvin_rol
Full-Time,Staff (planta permanente),1500000.0,7,7,7,0,De 51 a 100 personas,100% presencial,34,Senior,5
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1600000.0,2,2,2,0,De 11  a 50  personas,100% remoto,22,Junior,3
Full-Time,Staff (planta permanente),1717000.0,4,0,4,0,De 101 a 200 personas,Híbrido (presencial y remoto),25,Semi-Senior,2
Full-Time,Staff (planta permanente),2130000.0,11,2,2,0,De 11  a 50  personas,Híbrido (presencial y remoto),34,Senior,5
Full-Time,Staff (planta permanente),2700000.0,3,3,1,0,Más de 10000 personas,Híbrido (presencial y remoto),25,Semi-Senior,3
Full-Time,Staff (planta permanente),3152000.0,0,0,0,2,De 2 a 10 personas,100% remoto,31,Junior,4
Full-Time,Staff (planta permanente),1600000.0,2,8,1,0,Más de 10000 personas,Híbrido (presencial y remoto),32,Junior,5
Full-Time,Staff (planta permanente),3000000.0,26,26,10,0,De 501 a 1000 personas,Híbrido (presencial y remoto),53,Senior,4
Full-Time,Staff (planta permanente),3046096.0,10,10,5,2,De 11  a 50  personas,100% presencial,42,Senior,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1400000.0,3,1,1,0,De 2001a 5000 personas,100% remoto,32,Semi-Senior,3
Full-Time,Staff (planta permanente),3700000.0,30,1,1,0,De 2001a 5000 personas,Híbrido (presencial y remoto),54,Senior,4
Full-Time,Staff (planta permanente),1580000.0,2,0,0,0,De 5001 a 10000 personas,Híbrido (presencial y remoto),24,Junior,5
Full-Time,Staff (planta permanente),1019000.0,3,1,1,0,De 11  a 50  personas,Híbrido (presencial y remoto),36,Semi-Senior,4
Full-Time,Staff (planta permanente),1028708.0,4,3,1,0,De 11  a 50  personas,Híbrido (presencial y remoto),26,Semi-Senior,4
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1000000.0,2,0,0,0,De 101 a 200 personas,Híbrido (presencial y remoto),25,Junior,3
Full-Time,Staff (planta permanente),1220000.0,2,1,1,0,De 101 a 200 personas,100% remoto,33,Junior,4
Full-Time,Staff (planta permanente),4000000.0,6,1,1,0,Más de 10000 personas,Híbrido (presencial y remoto),31,Senior,5
Full-Time,Staff (planta permanente),2023000.0,3,2,3,0,De 101 a 200 personas,100% remoto,49,Semi-Senior,3
Full-Time,Staff (planta permanente),2530000.0,6,4,4,0,De 201 a 500 personas,100% remoto,29,Senior,3
Full-Time,Staff (planta permanente),1450000.0,2,2,2,0,De 11  a 50  personas,100% remoto,29,Junior,6
Full-Time,Staff (planta permanente),1613275.0,2,2,2,0,De 201 a 500 personas,100% remoto,34,Junior,6
Full-Time,Staff (planta permanente),1723043.0,2,2,1,0,De 11  a 50  personas,100% remoto,39,Junior,6
Part-Time,Staff (planta permanente),1610790.0,2,2,2,0,De 11  a 50  personas,100% remoto,24,Junior,3
Full-Time,Staff (planta permanente),1165435.0,5,5,3,0,De 101 a 200 personas,Híbrido (presencial y remoto),32,Semi-Senior,6
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2400000.0,4,0,4,0,De 201 a 500 personas,100% remoto,27,Semi-Senior,3
Full-Time,Staff (planta permanente),840000.0,1,1,1,0,De 51 a 100 personas,Híbrido (presencial y remoto),34,Junior,2
Full-Time,Staff (planta permanente),2600000.0,4,1,3,0,De 11  a 50  personas,Híbrido (presencial y remoto),22,Semi-Senior,2
Full-Time,Tercerizado (trabajo a través de consultora o agencia),900000.0,1,1,1,0,De 5001 a 10000 personas,100% remoto,26,Junior,3
Full-Time,Staff (planta permanente),4000000.0,15,0,0,0,De 501 a 1000 personas,Híbrido (presencial y remoto),44,Senior,3
Full-Time,Staff (planta permanente),2750000.0,24,7,6,4,De 201 a 500 personas,Híbrido (presencial y remoto),50,Senior,6
Full-Time,Staff (planta permanente),2150000.0,5,0,0,0,Más de 10000 personas,Híbrido (presencial y remoto),25,Semi-Senior,3
Full-Time,Staff (planta permanente),2400000.0,4,4,2,0,De 51 a 100 personas,Híbrido (presencial y remoto),29,Semi-Senior,6
Full-Time,Staff (planta permanente),4324000.0,24,8,6,4,De 501 a 1000 personas,Híbrido (presencial y remoto),46,Manager or Above,6
Full-Time,Staff (planta permanente),1663000.0,3,3,3,0,De 501 a 1000 personas,Híbrido (presencial y remoto),31,Semi-Senior,2
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2500000.0,2,1,2,0,De 101 a 200 personas,100% remoto,24,Junior,4
Full-Time,Staff (planta permanente),5200000.0,10,4,4,0,De 11  a 50  personas,Híbrido (presencial y remoto),36,Senior,2
Full-Time,Staff (planta permanente),1950000.0,0,3,0,3,De 11  a 50  personas,100% remoto,29,Manager or Above,5
Full-Time,Staff (planta permanente),1200000.0,0,0,0,0,De 11  a 50  personas,Híbrido (presencial y remoto),24,Junior,4
Full-Time,Staff (planta permanente),5100000.0,28,4,4,4,De 51 a 100 personas,100% remoto,48,Manager or Above,4
Full-Time,Staff (planta permanente),2700000.0,5,2,4,0,De 11  a 50  personas,Híbrido (presencial y remoto),28,Semi-Senior,3
Full-Time,Staff (planta permanente),2440000.0,25,25,12,2,De 11  a 50  personas,100% remoto,45,Manager or Above,4
Full-Time,Staff (planta permanente),1200000.0,0,0,0,0,De 5001 a 10000 personas,Híbrido (presencial y remoto),22,Junior,5
Full-Time,Staff (planta permanente),2188404.41,5,3,3,0,De 11  a 50  personas,100% remoto,40,Semi-Senior,3
Full-Time,Staff (planta permanente),1550000.0,11,7,3,2,De 201 a 500 personas,100% presencial,34,Manager or Above,6
Full-Time,Staff (planta permanente),2514000.0,6,4,2,4,De 51 a 100 personas,100% remoto,28,Manager or Above,4
Full-Time,Staff (planta permanente),1500000.0,1,1,1,0,De 2 a 10 personas,Híbrido (presencial y remoto),27,Junior,2
Full-Time,Staff (planta permanente),911000.0,3,2,2,0,De 2 a 10 personas,Híbrido (presencial y remoto),22,Semi-Senior,4
Full-Time,Staff (planta permanente),4000000.0,7,2,2,2,Más de 10000 personas,100% remoto,28,Senior,4
Full-Time,Staff (planta permanente),2100000.0,4,8,2,0,De 201 a 500 personas,100% remoto,31,Semi-Senior,3
Full-Time,Staff (planta permanente),3100000.0,20,9,9,2,De 201 a 500 personas,Híbrido (presencial y remoto),49,Senior,5
Full-Time,Staff (planta permanente),3330000.0,30,20,15,8,De 51 a 100 personas,Híbrido (presencial y remoto),50,Manager or Above,4
Full-Time,Staff (planta permanente),2500000.0,12,3,1,0,De 101 a 200 personas,100% remoto,37,Senior,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1700000.0,2,2,2,0,De 501 a 1000 personas,100% remoto,24,Junior,3
Full-Time,Contractor,1100000.0,0,0,0,0,De 5001 a 10000 personas,Híbrido (presencial y remoto),20,Junior,5
Full-Time,Staff (planta permanente),3175346.0,21,8,8,0,De 2001a 5000 personas,Híbrido (presencial y remoto),44,Senior,5
Full-Time,Staff (planta permanente),1200000.0,5,1,4,0,De 51 a 100 personas,100% presencial,35,Semi-Senior,4
Full-Time,Staff (planta permanente),1757067.18,15,1,10,2,De 201 a 500 personas,100% presencial,41,Senior,6
Full-Time,Staff (planta permanente),5000000.0,14,10,1,7,De 2001a 5000 personas,Híbrido (presencial y remoto),38,Manager or Above,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1500000.0,5,0,5,0,De 2 a 10 personas,100% remoto,32,Semi-Senior,5
Full-Time,Staff (planta permanente),2600000.0,3,2,1,20,De 101 a 200 personas,Híbrido (presencial y remoto),39,Manager or Above,2
Full-Time,Staff (planta permanente),3162921.0,4,1,1,0,Más de 10000 personas,Híbrido (presencial y remoto),33,Semi-Senior,3
Full-Time,Contractor,1000000.0,0,0,0,0,De 11  a 50  personas,100% remoto,25,Junior,2
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1300000.0,4,0,4,0,De 201 a 500 personas,100% remoto,26,Semi-Senior,2
Full-Time,Staff (planta permanente),4050000.0,8,0,0,0,De 5001 a 10000 personas,Híbrido (presencial y remoto),33,Senior,5
Full-Time,Staff (planta permanente),2200000.0,2,0,0,0,De 5001 a 10000 personas,100% remoto,25,Junior,3
Full-Time,Staff (planta permanente),1900000.0,20,17,8,0,De 1001 a 2000 personas,100% remoto,39,Senior,8
Full-Time,Freelance,847000.0,10,7,4,2,De 2 a 10 personas,Híbrido (presencial y remoto),35,Senior,3
Full-Time,Staff (planta permanente),950000.0,1,1,1,0,De 5001 a 10000 personas,Híbrido (presencial y remoto),20,Junior,2
Full-Time,Staff (planta permanente),3000000.0,5,0,0,10,De 5001 a 10000 personas,100% remoto,26,Manager or Above,3
Full-Time,Staff (planta permanente),903614.0,2,1,2,0,De 11  a 50  personas,100% remoto,24,Junior,2
Full-Time,Staff (planta permanente),1908568.0,3,3,3,0,De 101 a 200 personas,Híbrido (presencial y remoto),23,Semi-Senior,2
Full-Time,Staff (planta permanente),2524000.0,3,6,2,1,De 2001a 5000 personas,100% remoto,25,Manager or Above,5
Full-Time,Staff (planta permanente),3000000.0,4,4,1,2,De 11  a 50  personas,Híbrido (presencial y remoto),30,Manager or Above,4
Full-Time,Staff (planta permanente),900000.0,0,0,0,0,De 501 a 1000 personas,Híbrido (presencial y remoto),20,Junior,6
Full-Time,Staff (planta permanente),922000.0,3,3,3,0,De 101 a 200 personas,100% remoto,37,Manager or Above,4
Full-Time,Staff (planta permanente),4000000.0,4,4,2,10,Más de 10000 personas,Híbrido (presencial y remoto),32,Manager or Above,5
Full-Time,Staff (planta permanente),1530000.0,2,1,2,0,De 201 a 500 personas,100% remoto,28,Junior,2
Full-Time,Staff (planta permanente),2400000.0,8,1,1,2,De 201 a 500 personas,Híbrido (presencial y remoto),40,Manager or Above,4
Full-Time,Staff (planta permanente),2520330.0,5,1,1,0,De 501 a 1000 personas,100% remoto,26,Semi-Senior,3
Full-Time,Staff (planta permanente),3512000.0,25,0,0,5,Más de 10000 personas,100% remoto,50,Manager or Above,5
Part-Time,Contractor,1650000.0,26,1,1,0,De 101 a 200 personas,Híbrido (presencial y remoto),47,Senior,4
Full-Time,Staff (planta permanente),1700000.0,2,1,1,0,Más de 10000 personas,Híbrido (presencial y remoto),26,Junior,3
Full-Time,Staff (planta permanente),2600000.0,18,6,2,0,De 51 a 100 personas,100% remoto,46,Senior,6
Full-Time,Staff (planta permanente),3600000.0,17,9,5,3,De 11  a 50  personas,100% remoto,40,Manager or Above,3
Full-Time,Staff (planta permanente),4800000.0,16,3,14,0,De 201 a 500 personas,100% remoto,42,Senior,4
Full-Time,Staff (planta permanente),2100000.0,2,2,2,0,De 501 a 1000 personas,100% remoto,23,Junior,3
Full-Time,Staff (planta permanente),2800000.0,3,3,1,0,De 5001 a 10000 personas,100% remoto,27,Semi-Senior,2
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1800000.0,4,1,1,0,De 2001a 5000 personas,100% remoto,27,Semi-Senior,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2300000.0,14,1,1,0,De 11  a 50  personas,Híbrido (presencial y remoto),41,Senior,5
Full-Time,Staff (planta permanente),2300000.0,5,0,5,0,De 501 a 1000 personas,100% remoto,32,Semi-Senior,2
Full-Time,Staff (planta permanente),1200000.0,15,3,0,3,De 51 a 100 personas,100% presencial,38,Manager or Above,4
Full-Time,Staff (planta permanente),2078000.0,3,2,2,0,Más de 10000 personas,Híbrido (presencial y remoto),30,Semi-Senior,5
Full-Time,Staff (planta permanente),2449000.0,10,10,10,1,De 51 a 100 personas,100% presencial,28,Senior,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2050000.0,4,0,0,0,De 201 a 500 personas,Híbrido (presencial y remoto),28,Semi-Senior,3
Full-Time,Staff (planta permanente),1600000.0,2,0,2,0,De 2001a 5000 personas,100% remoto,39,Junior,6
Full-Time,Staff (planta permanente),4000000.0,15,8,1,0,De 101 a 200 personas,100% remoto,43,Senior,3
Full-Time,Staff (planta permanente),1300000.0,3,0,3,0,De 101 a 200 personas,100% remoto,26,Semi-Senior,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1600000.0,3,3,1,2,De 2001a 5000 personas,100% remoto,25,Semi-Senior,2
Full-Time,Staff (planta permanente),1696078.0,12,7,5,0,Más de 10000 personas,Híbrido (presencial y remoto),38,Senior,3
Full-Time,Staff (planta permanente),3300000.0,6,3,3,0,De 2001a 5000 personas,Híbrido (presencial y remoto),45,Senior,4
Full-Time,Staff (planta permanente),2200000.0,15,2,2,0,De 11  a 50  personas,100% remoto,39,Senior,4
Full-Time,Staff (planta permanente),2000000.0,4,3,4,0,De 51 a 100 personas,100% remoto,35,Semi-Senior,5
Full-Time,Staff (planta permanente),2305649.0,15,10,5,1,De 11  a 50  personas,100% remoto,46,Senior,2
Full-Time,Staff (planta permanente),1180000.0,17,7,7,0,De 501 a 1000 personas,100% presencial,43,Senior,2
Full-Time,Staff (planta permanente),1824948.61,22,2,2,0,De 201 a 500 personas,100% remoto,43,Senior,4
Full-Time,Staff (planta permanente),1120000.0,4,4,2,1,De 1001 a 2000 personas,Híbrido (presencial y remoto),31,Semi-Senior,4
Full-Time,Contractor,2000000.0,3,3,2,0,De 11  a 50  personas,100% remoto,30,Semi-Senior,4
Full-Time,Staff (planta permanente),2524774.38,20,12,12,0,De 51 a 100 personas,Híbrido (presencial y remoto),51,Senior,3
Full-Time,Staff (planta permanente),1280000.0,11,1,4,0,De 201 a 500 personas,100% remoto,35,Senior,4
Full-Time,Staff (planta permanente),5000000.0,10,3,3,1,De 11  a 50  personas,Híbrido (presencial y remoto),36,Manager or Above,3
Full-Time,Staff (planta permanente),2200000.0,22,20,15,0,De 11  a 50  personas,Híbrido (presencial y remoto),48,Senior,2
Full-Time,Staff (planta permanente),2028527.0,13,9,8,0,De 51 a 100 personas,100% remoto,35,Senior,2
Full-Time,Contractor,1100000.0,3,3,3,0,De 11  a 50  personas,100% remoto,29,Semi-Senior,2
Full-Time,Staff (planta permanente),5500000.0,24,0,10,0,De 51 a 100 personas,100% remoto,51,Senior,3
Full-Time,Staff (planta permanente),1653000.0,15,5,5,0,De 101 a 200 personas,Híbrido (presencial y remoto),38,Senior,5
Full-Time,Staff (planta permanente),1900000.0,25,25,10,0,De 501 a 1000 personas,100% presencial,53,Senior,4
Full-Time,Staff (planta permanente),1052000.0,4,0,3,0,De 11  a 50  personas,100% remoto,38,Semi-Senior,2
Full-Time,Staff (planta permanente),2900000.0,23,13,19,0,De 1001 a 2000 personas,100% remoto,43,Senior,4
Full-Time,Staff (planta permanente),2000000.0,3,1,1,0,De 51 a 100 personas,100% remoto,39,Semi-Senior,2
Full-Time,Staff (planta permanente),1600000.0,3,3,3,0,Más de 10000 personas,100% remoto,42,Semi-Senior,4
Full-Time,Staff (planta permanente),4445585.0,14,14,0,15,Más de 10000 personas,100% remoto,39,Manager or Above,5
Full-Time,Staff (planta permanente),4549228.0,25,7,7,18,De 1001 a 2000 personas,Híbrido (presencial y remoto),50,Manager or Above,6
Full-Time,Staff (planta permanente),3200000.0,30,30,10,0,De 2001a 5000 personas,Híbrido (presencial y remoto),53,Senior,4
Full-Time,Staff (planta permanente),1200000.0,3,2,2,0,De 201 a 500 personas,Híbrido (presencial y remoto),35,Semi-Senior,4
Full-Time,Contractor,2205000.0,3,2,2,0,De 101 a 200 personas,100% remoto,26,Semi-Senior,2
Full-Time,Staff (planta permanente),1336823.0,20,9,9,0,De 2 a 10 personas,100% presencial,44,Senior,4
Full-Time,Staff (planta permanente),1256000.0,3,3,2,0,De 11  a 50  personas,Híbrido (presencial y remoto),24,Manager or Above,3
Full-Time,Staff (planta permanente),2445000.0,19,11,5,2,De 2001a 5000 personas,100% presencial,43,Senior,3
Full-Time,Staff (planta permanente),1800000.0,6,0,0,0,De 11  a 50  personas,Híbrido (presencial y remoto),30,Senior,3
Full-Time,Staff (planta permanente),4000000.0,4,0,0,0,De 1001 a 2000 personas,100% remoto,28,Semi-Senior,2
Part-Time,Staff (planta permanente),1200000.0,25,20,25,0,De 2001a 5000 personas,100% presencial,52,Senior,2
Full-Time,Staff (planta permanente),2600000.0,3,2,2,0,De 501 a 1000 personas,Híbrido (presencial y remoto),24,Semi-Senior,2
Full-Time,Staff (planta permanente),3000000.0,30,30,30,0,De 101 a 200 personas,100% presencial,52,Senior,4
Full-Time,Staff (planta permanente),1700000.0,4,1,1,2,De 11  a 50  personas,100% remoto,37,Semi-Senior,3
Full-Time,Staff (planta permanente),1000422.0,4,4,4,0,De 2 a 10 personas,100% presencial,31,Semi-Senior,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),3426899.0,35,2,2,0,De 2001a 5000 personas,100% remoto,57,Senior,4
Full-Time,Staff (planta permanente),1100000.0,3,0,0,0,De 11  a 50  personas,Híbrido (presencial y remoto),24,Semi-Senior,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2300000.0,3,3,3,0,De 201 a 500 personas,100% remoto,29,Semi-Senior,4
Full-Time,Staff (planta permanente),970000.0,5,3,3,0,De 201 a 500 personas,100% presencial,32,Semi-Senior,4
Full-Time,Contractor,3500000.0,30,0,0,0,De 51 a 100 personas,100% remoto,48,Senior,3
Full-Time,Contractor,2000000.0,16,1,16,0,De 2 a 10 personas,100% remoto,43,Senior,3
Full-Time,Staff (planta permanente),6175000.0,25,16,16,7,De 5001 a 10000 personas,Híbrido (presencial y remoto),47,Senior,3
Full-Time,Staff (planta permanente),3702000.0,6,3,4,0,Más de 10000 personas,Híbrido (presencial y remoto),30,Senior,3
Full-Time,Staff (planta permanente),5700000.0,5,0,0,1,De 2001a 5000 personas,Híbrido (presencial y remoto),33,Semi-Senior,5
Full-Time,Staff (planta permanente),1100000.0,3,3,3,0,De 101 a 200 personas,100% presencial,27,Semi-Senior,2
Full-Time,Staff (planta permanente),1700000.0,2,2,2,0,De 11  a 50  personas,100% remoto,27,Junior,3
Full-Time,Staff (planta permanente),4500000.0,18,4,4,0,Más de 10000 personas,Híbrido (presencial y remoto),38,Senior,2
Full-Time,Staff (planta permanente),2550371.0,21,3,3,0,De 11  a 50  personas,100% remoto,40,Senior,2
Full-Time,Staff (planta permanente),3942125.0,9,2,2,0,Más de 10000 personas,100% remoto,37,Senior,2
Full-Time,Staff (planta permanente),1215855.0,9,4,4,0,De 201 a 500 personas,100% presencial,35,Senior,6
Full-Time,Staff (planta permanente),1739439.0,4,2,2,0,De 51 a 100 personas,100% remoto,33,Semi-Senior,3
Full-Time,Staff (planta permanente),4813558.0,15,9,1,0,Más de 10000 personas,Híbrido (presencial y remoto),37,Senior,2
Full-Time,Contractor,1550000.0,4,4,4,0,De 11  a 50  personas,100% remoto,34,Semi-Senior,5
Full-Time,Staff (planta permanente),3091178.0,4,6,2,0,De 101 a 200 personas,100% remoto,34,Semi-Senior,3
Full-Time,Staff (planta permanente),3517300.0,17,16,9,3,De 2001a 5000 personas,Híbrido (presencial y remoto),40,Senior,6
Full-Time,Tercerizado (trabajo a través de consultora o agencia),3025357.0,3,0,3,0,De 101 a 200 personas,100% remoto,35,Semi-Senior,5
Full-Time,Staff (planta permanente),1700000.0,1,2,1,0,De 501 a 1000 personas,100% presencial,30,Junior,5
Full-Time,Staff (planta permanente),800000.0,1,0,0,0,De 101 a 200 personas,Híbrido (presencial y remoto),23,Junior,4
Full-Time,Staff (planta permanente),3700000.0,6,2,2,1,De 101 a 200 personas,100% remoto,29,Senior,3
Full-Time,Staff (planta permanente),2750000.0,4,1,4,0,De 201 a 500 personas,100% remoto,31,Semi-Senior,2
Full-Time,Staff (planta permanente),2400000.0,5,3,2,1,De 11  a 50  personas,100% remoto,28,Semi-Senior,2
Full-Time,Staff (planta permanente),3300000.0,3,3,2,0,De 1001 a 2000 personas,Híbrido (presencial y remoto),24,Semi-Senior,2
Full-Time,Staff (planta permanente),4191435.0,0,2,0,0,De 1001 a 2000 personas,Híbrido (presencial y remoto),30,Manager or Above,5
Full-Time,Staff (planta permanente),1400000.0,2,4,2,0,De 5001 a 10000 personas,Híbrido (presencial y remoto),29,Junior,3
Full-Time,Staff (planta permanente),1206251.48,4,7,1,0,De 11  a 50  personas,100% remoto,36,Semi-Senior,2
Full-Time,Staff (planta permanente),830795.0,5,0,0,0,De 501 a 1000 personas,Híbrido (presencial y remoto),31,Semi-Senior,3
Full-Time,Staff (planta permanente),2886000.0,17,1,0,5,Más de 10000 personas,100% remoto,46,Manager or Above,3
Full-Time,Staff (planta permanente),2290000.0,1,3,0,0,De 501 a 1000 personas,Híbrido (presencial y remoto),28,Junior,5
Full-Time,Tercerizado (trabajo a través de consultora o agencia),960000.0,1,0,0,0,De 2 a 10 personas,Híbrido (presencial y remoto),24,Junior,2
